year,rank,title,artist,lyrics_raw,lyrics_url,total,ttr,entropy,hhi,max_p
1980,2,"Another Brick in the Wall, Part II",Pink Floyd,"We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teacher, leave them kids alone
Hey! Teacher! Leave them kids alone!

All in all, it's just another brick in the wall
All in all, you're just another brick in the wall

We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teachers, leave them kids alone
Hey! Teacher! Leave us kids alone!

All in all, you're just another brick in the wall
All in all, you're just another brick in the wall

Wrong, do it again!
Wrong, do it again!
If you don't eat your meat, you can't have any pudding!
(Wrong, do it again!)
How can you have any pudding if you don't eat your meat?
(Wrong, do it again!)
You! Yes! You behind the bike sheds! Stand still, laddie!
(If you don't eat your meat, you can't have any pudding!
How can you have any pudding if you don't eat your meat?)
(You! Yes! You behind the bike sheds! Stand still, laddie!)",,137,0.35036496350364965,3.660629309503967,0.03106185731791786,0.072992700729927
1980,3,Magic,Olivia Newton-John,"Come take my hand
You should know me
I've always been in your mind
You know I will be kind
I'll be guiding you

Building your dream
Has to start now
There's no other road to take
You won't make a mistake
I'll be guiding you

You have to believe we are magic
Nothin' can stand in our way
You have to believe we are magic
Don't let your aim ever stray

And if all your hopes survive
Destiny will arrive
I'll bring all your dreams alive
For you
I'll bring all your dreams alive
For you

From where I stand
You are home free
The planets align so rare
There's promise in the air
And I'm guiding you

Through every turn
I'll be near you
I'll come anytime you call
I'll catch you when you fall
I'll be guiding you

You have to believe we are magic
Nothin' can stand in our way
You have to believe we are magic
Don't let your aim ever stray

And if all your hopes survive
Destiny will arrive
I'll bring all your dreams alive
For you
I'll bring all your dreams alive
For you

Heyyyyyyyy!
You have to believe we are magic
Nothin' can stand in our way
You have to believe we are magic
Don't let your aim ever stray

And if all your hopes survive
Destiny will arrive
I'll bring all your dreams alive
For you
I'll bring all your dreams alive
For you",,244,0.3319672131147541,3.961591426616806,0.028822897070679906,0.09836065573770492
1980,4,Rock with You,Michael Jackson,"Girl, close your eyes
Let that rhythm get into you
Don't try to fight it
There ain't nothin' that you can do
Relax your mind
Lay back and groove with mine

You gotta feel that heat
And we can ride the boogie
Share that beat of love

I wanna rock with you (All night)
Dance you into day (Sunlight)
I wanna rock with you (All night)
We're gonna rock the night away (Rock, right)

Out on the floor
There ain't nobody there but us
Girl, when you dance
There's a magic that must be love
Just take it slow
'Cause we got so far to go

When you feel that heat
And we're gonna ride the boogie
Share that beat of love

I wanna rock with you (All night)
Dance you into day (Sunlight)
I wanna rock with you (All night)
We're gonna rock the night away

And when the groove is dead and gone (Yeah)
You know that love survives
So we can rock forever, on
I wanna rock with you
I wanna groove with you
I wanna rock with you
I wanna groove with you

I wanna rock (All night)
With you girl (Sunlight)
Rock with you, rock with you girl (Yeah)
(All night)
Dance the night away
I wanna rock with you (Yeah)
(All night)
Rock you into day (Sunlight)
I wanna rock with you (All night)
Rock the night away

Feel the heat, feel the beat (All night)
Rock you into day (Sunlight)
I wanna rock (All night)
Rock the night away",,226,0.3274336283185841,3.7685566294236312,0.037316939462761385,0.10176991150442478
1980,5,Do That to Me One More Time,Captain & Tennille,"Do that to me one more time
Once is never enough with a man like you
Do that to me one more time
I can never get enough of a man like you

Oh, kiss me like you just did
Oh baby
Do that to me once again

Pass that by me one more time
Once just isn't enough for my heart to hear
Oh, tell it to me one more time
I can never hear enough while I've got you near, oh

Say those words again like you just did
Oh baby
Tell it to me once again

Do that to me one more time
Once is never enough with a man like you
Woah, do that to me one more time
I can never get enough of a man like you

Oh kiss me like you just did
Oh baby
Do that to me once again

Oh baby
Do that to me once again
Oh baby
Do that to me one more time

(Do it again) one more time
(Do it again) one more time
(Do it again) one more time
(Do it again) one more time
(Do it again) one more time
(Do it again) one more time",,183,0.23497267759562843,3.393510267242269,0.042312401086924044,0.07103825136612021
1981,1,Bette Davis Eyes,Kim Carnes,"Her hair is Harlow gold
Her lips sweet surprise
Her hands are never cold
She's got Bette Davis eyes

She'll turn her music on you
You won't have to think twice
She's pure as New York snow
She got Bette Davis eyes

And she'll tease you
She'll unease you
All the better just to please you
She's precocious and she knows just
What it takes to make a pro blush
She got Greta Garbo stand off sighs
She's got Bette Davis eyes

She'll let you take her home
It whets her appetite
She'll lay you on her throne
She got Bette Davis eyes

She'll take a tumble on you
Roll you like you were dice
Until you come up blue
She's got Bette Davis eyes

She'll expose you
When she snows you
Off your feet with the crumbs she throws you
She's ferocious and she knows just
What it takes to make a pro blush
All the boys think she's a spy
She's got Bette Davis eyes

And she'll tease you
She'll unease you
All the better just to please you
She's precocious and she knows just
What it takes to make a pro blush
All the boys think she's a spy
She's got Bette Davis eyes

She'll tease you
She'll unease you
Just to please ya
She's got Bette Davis eyes
She'll expose you
When she snows you
She knows ya
She's got Bette Davis eyes",,237,0.34177215189873417,3.9235679960285155,0.029500258149513067,0.08860759493670886
1981,2,Endless Love,Diana Ross & Lionel Richie,"My love
There's only you in my life
The only thing that's right
My first love
You're every breath that I take
You're every step I make
And I
I want to share
All my love with you
No one else will do
And your eyes
Your eyes, your eyes
They tell me how much you care
Ooh yes, you will always be
My endless love
Two hearts
Two hearts that beat as one
Our lives have just begun

Forever
(Ohhhhhh)
I'll hold you close in my arms
I can't resist your charms

And love
Oh, love
I'll be a fool
For you
I'm sure
You know I don't mind
Oh, you know I don't mind

Cause you
You mean the world to me
Oh
I know
I know
I've found in you
My endless love

[Bridge]
Oooh-woow

And love
Oh, love
I'll be a fool
For you
I'm sure
You know I don't mind
Oh, you know I don't mind

And, yes
You'll be the only one
Cause no one can deny
This love I have inside
And I'll give it all to you
My love
My love, my love
My endless love",,193,0.43523316062176165,4.019557149317091,0.028161829847781126,0.07772020725388601
1981,3,Lady,Kenny Rogers,"Lady, I'm your knight in shining armor
And I love you
You have made me what I am and I am yours
My love, there's so many ways
I want to say I love you
Let me hold you in my arms forever more

You have gone and made me such a fool
I'm so lost in your love
And oh, we belong together
Won't you believe in my song

Lady, for so many years
I thought I'd never find you
You have come into my life
And made me whole
Forever let me wake to see you each and every morning
Let me hear you whisper softly in my ear

In my eyes I see no one else but you
There's no other love like our love
And yes, oh yes
I'll always want you near me
I've waited for you for so long

Lady, your love's the only love I need
And beside me is where I want you to be
'Cause my love
There's something I want you to know
You're the love of my life
You're my lady",,182,0.4835164835164835,4.068443075200276,0.026566839753652878,0.08241758241758242
1981,4,(Just Like) Starting Over,John Lennon,"Our life together is so precious together
We have grown - we have grown
Although our love is still special
Let's take a chance and fly away somewhere alone

It's been so long since we took the time
No-one is to blame
I know time flies so quickly
But when I see you darling
It's like we both are falling in love again
It'll be just like starting over - starting over

Everyday we used to make it love
Why can't we be making love nice and easy
It's time to spread our wings and fly
Don't let another day go by my love
It'll be just like starting over - starting over

Why don't we take off alone
Take a trip somewhere far, far away
We'll be together, all alone again
Like we used to in the early days
Well, well, darling

It's been so long since we took the time
No-one is to blame
I know time flies so quickly
But when I see you darling
It's like we both are falling in love again
It'll be just like starting over - starting over
Look out

Our life together is so precious together
We have grown - we have grown
Although our love is still special
Let's take our chance and fly away somewhere...
Starting over",,215,0.3627906976744186,4.150489647708886,0.019232017306652246,0.05581395348837209
1981,5,Jessie's Girl,Rick Springfield,"Jessie is a friend
Yeah, I know, he's been a good friend of mine
But lately something's changed that ain't hard to define
Jessie's got himself a girl, and I wanna make her mine

And she's watching him with those eyes
And she's lovin' him with that body
I just know it
And he's holding her in his arms late, late at night

You know I wish that I had Jessie's girl
I wish that I had Jessie's girl
Where can I find a woman like that?

I'll play along with this charade
That doesn't seem to be a reason to change
You know I feel so dirty when they start talking cute
I wanna tell her that I love her, but the point is probably moot

'Cause she's watching him with those eyes
And she's lovin' him with that body
I just know it
And he's holding her in his arms late, late at night

You know I wish that I had Jessie's girl
I wish that I had Jessie's girl
Where can I find a woman like that?
Like Jessie's girl
I wish that I had Jessie's girl
Where can I find a woman...
Where can I find a woman like that?

And I'm lookin' in the mirror all the time
Wonderin' what she don't see in me
I've been funny; I've been cool with the lines
Ain't that the way love's supposed to be?

Tell me where can I find a woman like that?
You know I wish that I had Jessie's girl
I wish that I had Jessie's girl
I want Jessie's girl
Where can I find a woman like that?
Like Jessie's girl
I wish that I had Jessie's girl
I want, I want Jessie's girl",,291,0.32989690721649484,4.030401884242999,0.030691654562416622,0.10996563573883161
1982,1,Physical,Olivia Newton-John,"I'm saying all the things that I know you'll like
Making good conversation
I gotta handle you just right
You know what I mean
I took you to an intimate restaurant
Then to a suggestive movie
There's nothing left to talk about
Unless it's horizontally

Let's get physical, physical
I wanna get physical
Let's get into physical
Let me hear your body talk, your body talk
Let me hear your body talk
Let's get physical, physical
I wanna get physical
Let's get into physical
Let me hear your body talk, your body talk
Let me hear your body talk

I've been patient, I've been good
Tried to keep my hands on the table
It's gettin' hard, this holdin' back
If you know what I mean
I'm sure you'll understand my point of view
We know each other mentally
You gotta know that you're bringin' out
The animal in me

Let's get physical, physical
I wanna get physical
Let's get into physical
Let me hear your body talk, your body talk
Let me hear your body talk
Let's get physical, physical
I wanna get physical
Let's get into physical
Let me hear your body talk, your body talk
Let me hear your body talk
Let's get physical, physical
I wanna get physical
Let's get into physical
Let me hear your body talk, your body talk
Let me hear your body talk

Let's get animal, animal
I wanna get animal
Let's get into animal
Let me hear your body talk
Let me hear your body talk",,254,0.2992125984251969,3.650688416180903,0.04048608097216202,0.07874015748031496
1982,2,Eye of the Tiger,Survivor,"Rising up, back on the street
Did my time, took my chances
Went the distance, now I'm back on my feet
Just a man and his will to survive
So many times it happens too fast
You trade your passion for glory
Don't lose your grip on the dreams of the past
You must fight just to keep them alive

It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

Face to face, out in the heat
Hanging tough, staying hungry
They stack the odds 'til we take to the street
For the kill with the skill to survive

It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

Rising up, straight to the top
Had the guts, got the glory
Went the distance, now I'm not gonna stop
Just a man and his will to survive

It's the eye of the tiger
It's the thrill of the fight
Rising up to the challenge of our rival
And the last known survivor
Stalks his prey in the night
And he's watching us all
With the eye of the tiger

The eye of the tiger
The eye of the tiger
The eye of the tiger
The eye of the tiger",,263,0.33840304182509506,3.8560228635108578,0.04888027873758476,0.18250950570342206
1982,3,I Love Rock 'n Roll,Joan Jett & The Blackhearts,"I saw him dancin' there by the record machine
I knew he must a been about 17
The beat was goin' strong
Playin' my favorite song
An' I could tell it wouldn't be long
'Til he was with me, yeah, me
And I could tell it wouldn't be long
'Til he was with me, yeah, me, singin'

I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with me
Ow!

He smiled, so I got up and asked for his name
“That don't matter”, he said, “'cause it's all the same”
Said, “Can I take you home where we can be alone?”
An' next we were movin' on
He was with me, yeah me
Next we were movin' on
He was with me, yeah me, singin'

I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with me
Ow!

Said, “Can I take you home where we can be alone”
Next we were movin' on
He was with me, yeah me
An we'll be movin' on
An' singin' that same old song
Yeah with me, singin'

I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with me
I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with
I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with
I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with
I love rock n' roll
So put another dime in the jukebox, baby!
I love rock n' roll
So come and take your time and dance with me",,344,0.23546511627906977,3.925853183942057,0.026585316387236345,0.061046511627906974
1982,4,Ebony and Ivory,Paul McCartney and Stevie Wonder,"Ebony and ivory
Live together in perfect harmony
Side by side on my piano keyboard
Oh Lord, why don't we?

We all know that people are the same where ever you go
There is good and bad in everyone
And we learn to live, we learn to give each other
What we need to survive together alive

Ebony and ivory
Live together in perfect harmony
Side by side on my piano keyboard
Oh Lord, why don't we?

Ebony, ivory
Living in perfect harmony
Ebony, ivory, ooh

We all know that people are the same where ever you go
There is good and bad in everyone
We learn to live when we learn to give each other
What we need to survive together alive

Ebony and ivory
Live together in perfect harmony
Side by side on my piano keyboard
Oh Lord, why don't we?
Side by side on my piano keyboard
Oh Lord, why don't we?

Ebony, ivory
Living in perfect harmony
Ebony, ivory
Living in perfect harmony
Ebony, ivory
Living in perfect harmony
Ebony, ivory
Living in perfect harmony
Ebony, ivory
Living in perfect harmony
Ebony, ivory
Living in perfect harmony",,191,0.24083769633507854,3.567548728886954,0.03533346125380342,0.06282722513089005
1982,5,Centerfold,The J. Geils Band,"Come on!

Does she walk? Does she talk?
Does she come complete?
My homeroom homeroom angel
Always pulled me from my seat
She was pure like snowflakes
No one could ever stain
The memory of my angel
Could never cause me pain

Years go by
I'm looking through a girly magazine
And there's my homeroom angel
On the pages in-between

My blood runs cold
My memory has just been sold
My angel is the centerfold
Angel is the centerfold
My blood runs cold (Woo!)
My memory has just been sold
Angel is the centerfold

Slipped me notes under the desk
While I was thinking about her dress
I was shy I turned away
Before she caught my eye
I was shaking in my shoes
Whenever she flashed those baby-blues
Something had a hold on me
When angel passed close by

Those soft and fuzzy sweaters
Too magical to touch
To see her in that negligee
Is really just too much

My blood runs cold (Yeah)
My memory has just been sold
My angel is the centerfold
Angel is the centerfold
My blood runs cold
My memory has just been sold (Oh yeah)
Angel is the centerfold

Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah

Now, look
It's okay I understand
This ain't no never-never land
I hope that when this issue's gone
I'll see you when your clothes are on
Take your car, yes, we will
We'll take your car and drive it
We'll take it to a motel room
And take 'em off in private

A part of me has just been ripped
The pages from my mind are stripped
Oh no, I can't deny it
Oh yeah, I guess I gotta buy it

My blood runs cold
My memory has just been sold
My angel is the centerfold
Angel is the centerfold
My blood runs cold (Woo!)
My memory has just been sold
My angel is the centerfold

Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
(Alright! Alright! 1-2-3-4!)
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah
Nah nah, nah nah nah nah
Nah nah nah, nah nah nah nah

My blood runs cold (Nah nah, nah nah nah nah)
My memory has just been sold (Nah nah nah, nah nah nah nah)
My angel is the centerfold (Nah nah, nah nah nah nah)
Angel is the centerfold (Nah nah nah, nah nah nah nah)
My blood runs cold (Oh yeah) (Nah nah, nah nah nah nah)
My memory has just been sold (Nah nah nah, nah nah nah nah)
My angel is the centerfold (Nah nah, nah nah nah nah)
Angel is the centerfold (Nah nah nah, nah nah nah nah)
(Nah nah, nah nah nah nah)
(Nah nah nah, nah nah nah nah)",,465,0.28817204301075267,3.7885616137582376,0.07650826685165911,0.25161290322580643
1983,1,Every Breath You Take,The Police,"Every breath you take
And every move you make
Every bond you break
Every step you take
I'll be watching you
Every single day
And every word you say
Every game you play
Every night you stay
I'll be watching you

Oh, can't you see you belong to me?
How my poor heart aches
With every step you take?

Every move you make
And every vow you break
Every smile you fake
Every claim you stake
I'll be watching you

Since you've gone, I've been lost without a trace
I dream at night, I can only see your face
I look around, but it's you I can't replace
I feel so cold, and I long for your embrace
I keep crying baby, baby, please

Mmm, mmm, mmm, mmm
Mmm, mmm, mmm

Oh, can't you see you belong to me?
How my poor heart aches
With every step you take

Every move you make
And every vow you break
Every smile you fake
Every claim you stake
I'll be watching you
Every move you make
Every step you take
I'll be watching you

I'll be watching you
(Every breath you take)
(Every move you make)
(Every bond you break)
(Every step you take)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every move you make)
(Every vow you break)
(Every smile you fake)
(Every claim you stake)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every breath you take)
(Every move you make)
(Every bond you break)
(Every step you take)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you
(Every move you make)
(Every vow you break)
(Every smile you fake)
(Every claim you stake)
I'll be watching you
(Every single day)
(Every word you say)
(Every game you play)
(Every night you stay)
I'll be watching you...",,218,0.3211009174311927,3.532216209383089,0.05816008753471927,0.1743119266055046
1983,2,Billie Jean,Michael Jackson,"She was more like a beauty queen from a movie scene
I said, ""Don't mind, but what do you mean, I am the one
Who will dance on the floor in the round?""
She said I am the one
Who will dance on the floor in the round
She told me her name was Billie Jean
As she caused a scene
Then every head turned with eyes that dreamed of bein' the one
Who will dance on the floor in the round

People always told me, ""Be careful of what you do
Don't go around breakin' young girls' hearts"" (Hee-hee)
And mother always told me, ""Be careful of who you love
And be careful of what you do (Oh-oh)
'Cause the lie becomes the truth"" (Oh-oh)
Hey-ay

Billie Jean is not my lover
She's just a girl who claims that I am the one (Oh, baby)
But the kid is not my son, hoo!
She says I am the one (Oh, baby)
But the kid is not my son (Hee-hee-hee, no-no-no, hee-hee-hee)
Hoo!

For forty days and for forty nights, the law was on her side
But who can stand when she's in demand?
Her schemes and plans
'Cause we danced on the floor in the round, hee!
So take my strong advice, just remember to always think twice
(Don't think twice) Do think twice! (A-hoo!)
She told my baby we'd danced 'til three, then she looked at me
Then showed a photo of a baby cryin', his eyes were like mine (Oh, no)
'Cause we danced on the floor in the round, baby
(Ooh, hee-hee-hee)

People always told me, ""Be careful of what you do
And don't go around breakin' young girls' hearts""
(Don't break no hearts!) (Hee-hee)
But she came and stood right by me
Just the smell of sweet perfume (Ha-oh)
This happened much too soon (Ha-oh, ha-ooh)
She called me to her room (Ha-oh, hoo!)
Hey-ay

Billie Jean is not my lover (Hoo!)
She's just a girl who claims that I am the one
But the kid is not my son
No-no-no, no-no-no-no-no-no (Hoo!)
Billie Jean is not my lover
She's just a girl who claims that I am the one (Oh baby)
But the kid is not my son (Oh, no, no)
She says I am the one (Oh baby)
But the kid is not my son (No, hee-hee!)

Ah, hee-hee-hee!
Hee! Hoo!

She says I am the one, but the kid is not my son
No-no-no, hoo! (Ouw!)
Billie Jean is not my lover
She's just a girl who claims that I am the one
(You know what you did to me, baby)
But the kid is not my son
No-no-no, no-no-no-no (No-no-no, no-no-no)
She says I am the one
But the kid is not my son (No-no-no-no)

She says I am the one
You know what you did
She says he is my son
Breakin' my heart, babe
She says I am the one
Billie Jean is not my lover
Billie Jean is not my lover
Billie Jean is not my lover (She is just a girl)
Billie Jean is not my lover (She is just a girl)
(Don't call me Billie Jean)
Billie Jean is not my lover (She is just a girl)
(Hoo! She's not at the scene)
Billie Jean is not (Hee! Aaow! Ooh!)
Billie Jean is",,495,0.26464646464646463,4.308090210139547,0.021038669523517958,0.0707070707070707
1983,3,Flashdance... What a Feeling,Irene Cara,"First, when there's nothing, but a slow glowing dream
That your fear seems to hide deep inside your mind
All alone, I have cried, silent tears full of pride
In a world made of steel, made of stone

Well, I hear the music, close my eyes, feel the rhythm
Wrap around, take a hold of my heart

What a feelin', being's believin'
I can have it all, now I'm dancing for my life
Take your passion, and make it happen
Pictures come alive, you can dance right through your life

Now I hear the music, close my eyes, I am rhythm
In a flash, it takes hold of my heart

What a feelin', being's believin'
I can have it all, now I'm dancing for my life
Take your passion, and make it happen
Pictures come alive, now I'm dancing through my life

What a feelin'

What a feelin', being's believin' (I am music now, I am rhythm now)
Pictures come alive, you can dance right through your life

What a feelin', what a feelin'
(I can really have it all, pictures come alive when I call)
I can have it all, have it all
(I can really have it all, pictures come alive when I call)

(Call, call, call, call, what a feelin')
I can have it all
Being's believin' (Beings believin', take your passion)
Make it happen, what a feelin' (Make it happen, what a feelin')",,187,0.37433155080213903,3.9543661763031723,0.024450227344219155,0.058823529411764705
1983,4,Down Under,Men at Work,"Traveling in a fried-out Kombi
On a hippie trail, head full of zombie
I met a strange lady, she made me nervous
She took me in and gave me breakfast
And she said

Do you come from a land down under?
Where women glow and men plunder
Can't you hear, can't you hear the thunder?
You better run, you better take cover

Buying bread from a man in Brussels
He was six-foot-four and full of muscle
I said, ""Do you speak-a my language?""
And he just smiled and gave me a Vegemite sandwich
And he said

I come from a land down under
Where beer does flow and men chunder
Can't you hear, can't you hear the thunder?
You better run, you better take cover, yeah

Lyin' in a den in Bombay
With a slack jaw, and not much to say
I said to the man, ""Are you trying to tempt me?
Because I come from the land of plenty""
And he said

Oh! You come from a land down under? (Oh, yeah, yeah)
Where women glow and men plunder
Can't you hear, can't you hear the thunder? Ah
You better run, you better take cover
Living in a land down under
Where women glow and men plunder
(Hear, thunder) Can't you hear, can't you hear the thunder?
You better, better run, you better take cover
Living in a land down under
Where women glow and men plunder
Can't you hear, can't you hear the thunder? Oh, yeah
You better run, you better take cover
Living in a land down under, oh
Where women glow and men plunder
(Yeah, yeah) Can't you hear, can't you hear the thunder? (Yeah, yeah, thunder)
You better run, you better take cover",,282,0.3049645390070922,3.9259295497562645,0.03043106483577282,0.09929078014184398
1983,5,Beat It,Michael Jackson,"They told him, ""Don't you ever come around here
Don't wanna see your face, you better disappear""
The fire's in their eyes and their words are really clear
So beat it, just beat it (Ooh!)
You better run, you better do what you can (Ooh!)
Don't wanna see no blood, don't be a macho man (Ooh!)
You wanna be tough, better do what you can
So beat it, but you wanna be bad

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it (Beat it)
Just beat it (Beat it)
Just beat it (Beat it)
Just beat it (Beat it, uh)

They're out to get you, better leave while you can
Don't wanna be a boy, you wanna be a man
You wanna stay alive, better do what you can
So beat it, just beat it (Ooh!)
You have to show them that you're really not scared (Ooh!)
You're playin' with your life, this ain't no truth or dare (Ooh!)
They'll kick you, then they'll beat you, then they'll tell you it's fair
So beat it, but you wanna be bad

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it (Beat it, beat it, beat it)
Beat it (Beat it, beat it, ha, ha, ha, ha)
Beat it (Beat it, beat it)
Beat it (Beat it, beat it)
Beat it (Beat it, beat it)

Beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right (Who's right)
Just beat it, beat it, beat it, beat it (Hoo-hoo!)
No one wants to be defeated (Oh, lord)
Showin' how funky (Hee-hee!) and strong is your fight (Hee-hee-hee!)
It doesn't matter who's wrong or right
Just beat it, beat it, beat it, beat it
No one wants to be defeated (Oh-no!)
Showin' how funky (Hoo-hoo!) and strong is your fight (Hee-hee! Hoo!)
It doesn't matter who's wrong or right
Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right (Who's right)
Just beat it, beat it, beat it, beat it (Hoo-hoo!)
No one wants to be defeated",,394,0.2182741116751269,3.7002598278345777,0.047321497590765066,0.13705583756345177
1984,1,When Doves Cry,Prince,"Dig, if you will, the picture
Of you and I engaged in a kiss
The sweat of your body covers me
Can you, my darling?
Can you picture this?

Dream, if you can, a courtyard
An ocean of violets in bloom
Animals strike curious poses
They feel the heat
The heat between me and you

How can you just leave me standing
Alone in a world that's so cold?
Maybe I'm just too demanding
Maybe I'm just like my father: too bold
Maybe you're just like my mother
She's never satisfied
Why do we scream at each other?
This is what it sounds like
When doves cry

Touch, if you will, my stomach
Feel how it trembles inside
You've got the butterflies all tied up
Don't make me chase you
Even doves have pride

How can you just leave me standing
Alone in a world so cold?
Maybe I'm just too demanding
Maybe I'm just like my father: too bold
Maybe you're just like my mother
She's never satisfied
Why do we scream at each other?
This is what it sounds like
When doves cry
How can you just leave me standing
Alone in a world that's so cold?
Maybe I'm just too demanding
Maybe I'm just like my father: too bold
Maybe you're just like my mother
She's never satisfied
Why do we scream at each other?
This is what it sounds like
When doves cry

When doves cry (When doves cry)
When doves cry (When doves cry)
When doves cry
When doves cry
When doves cry

When doves cry, don't cry
Darling, don't cry
Don't cry, don't cry, don't, don't cry",,267,0.3258426966292135,4.14558013534295,0.02077459355580805,0.052434456928838954
1984,2,What's Love Got to Do with It,Tina Turner,"You must understand though the touch of your hand
Makes my pulse react
That it's only the thrill of boy meeting girl
Opposites attract
It's physical
Only logical
You must try to ignore that it means more than that

What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

It may seem to you that I'm acting confused
When you're close to me
If I tend to look dazed I've read it someplace
I've got cause to be
There's a name for it
There's a phrase that fits
But whatever the reason you do it for me

Oh
What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

I've been taking on a new direction
But I have to say
I've been thinking about my own protection
It scares me to feel this way

Oh
What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

What's love got to do, got to do with it?
What's love but a sweet old-fashioned notion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

What's love got to do ooh , got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

What's love?
Got to do it
Got to do it
What's love?",,314,0.2929936305732484,3.792833746922387,0.03829769970384202,0.09235668789808917
1984,3,"Say, Say, Say",Paul McCartney and Michael Jackson,"Say, say, say what you want
But don't play games with my affection
Take, take, take what you need
But don't leave me with no direction

All alone, I sit home by the phone
Waiting for you, baby (baby)
Through the years, how can you stand to hear
My pleading for you?
You know I'm crying oo oo oo oo oo
Yeah, yeah

Now go, go, go where you want
But don't leave me here forever
You, you, you, stay away
So long girl, I see you never

What can I do, girl, to get through to you?
'Cause I love you, baby (baby)
Standing here, baptized in all my tears
Baby through the years, you know I'm crying
Oo oo oo oo oo

(You've got to say, say, say
You've got to say, say, say...)

You never ever worry
And you never shed a tear
You're saying that my love ain't real
Just look at my face these tears ain't drying

You, you, you, can never say
That I'm not the one who really loves you
I pray, pray, pray, everyday
That you'll see things, girl, like I do

What can I do, girl, to get through to you
'Cause I love you, baby (love you / baby)
Standing here, baptized in all my tears
Baby through the years, you know I'm crying
Oo oo oo oo oo

Oo oo oo oo oo (say, say, say)
Oo oo oo oo oo
Oh baby
Oo oo oo oo oo
Oh baby
Oh baby
(Oo oo oo, oo oo oo, oo oo ooo...)
Oh baby
(Oo oo oo, oo oo oo, oo oo ooo...)
Oh baby
Oh baby
Say, say, say (Say, say, say)
Oo oo oo say, say, say, Oo oo oo say, say, say...
Come on
(Say, say, say, Say, say, say, Say, say, say...)
Come on
Oo oo oo say, say, say, Oo oo oo say, say, say
Oo oo oo yeah, yeah, yeah, Oo oo oo yeah, yeah, yeah
Oo oo oo say, say, say, Oo oo oo say, say, say...
Oo oo oo
Say, say, say
Oo oo oo (come on)
(Say, say, say)",,302,0.28807947019867547,3.656111908618385,0.062387614578308014,0.1986754966887417
