year,rank,title,artist,qkey,a0,t0,total,ttr,entropy,hhi,max_p,bow_tid,match_score,artist_mxm,title_mxm
1991,61,3 a.m. Eternal,The KLF,3 a m eternal the klf,t,3,440,0.17954545454545454,3.5208380340568737,0.048181818181818124,0.1318181818181818,TRFOQFN12903CAAFD9,100.0,The KLF,3 A.M. Eternal
1991,62,"Time, Love and Tenderness",Michael Bolton,time love and tenderness michael bolton,m,time,265,0.38113207547169814,4.204314921256035,0.023737985048059802,0.09056603773584905,TRYVQYM128F4262D06,100.0,Michael Bolton,"Time, Love and Tenderness"
1991,64,Around the Way Girl,LL Cool J,around the way girl ll cool j,l,around,648,0.2854938271604938,4.4485935249099455,0.021023853071178225,0.06018518518518518,TRESHWD128F146B9F9,100.0,LL Cool J,Around the Way Girl
1991,70,Cry for Help,Rick Astley,cry for help rick astley,r,cry,335,0.27761194029850744,3.8471999099495333,0.03595455558030745,0.07761194029850746,TRSDVNE128F428EBAE,100.0,Rick Astley,Cry for Help
1991,71,The Way You Do the Things You Do,UB40,the way you do the things you do ub40,u,the,413,0.15012106537530268,3.273044207726207,0.07256300969109275,0.20581113801452786,TRZSZLB128F9348824,100.0,UB40,The Way You Do the Things You Do
1991,72,Here I Am (Come and Take Me),UB40,here i am come and take me ub40,u,here,286,0.36013986013986016,4.168721000924498,0.024426622328720178,0.06293706293706294,TRIATPW128F9333AF0,100.0,UB40,Here I Am
1991,74,Too Many Walls,Cathy Dennis,too many walls cathy dennis,c,too,321,0.3146417445482866,4.183865059499208,0.02033171261924864,0.04984423676012461,TRINALA12903CD3C06,100.0,Cathy Dennis,Too Many Walls
1991,82,Silent Lucidity,Queensrÿche,silent lucidity queensr che,q,silent,310,0.45161290322580644,4.464472328960539,0.020624349635795944,0.08709677419354839,TRTIYLR128F427B697,100.0,Queensrÿche,Silent Lucidity
1991,83,I'm Not in Love,Will to Power,i'm not in love will to power,w,i'm,220,0.35,3.891056419956995,0.03128099173553721,0.08636363636363636,TRFSFOZ128F92DF85E,100.0,Will to Power,I'm Not in Love
1991,87,Just Another Dream,Cathy Dennis,just another dream cathy dennis,c,just,368,0.24456521739130435,3.720676423708015,0.03999291115311901,0.09782608695652174,TROTGTA128F147753B,100.0,Cathy Dennis,Just Another Dream
1991,90,Disappear,INXS,disappear inxs,i,disappear,213,0.4225352112676056,4.097121584144242,0.027133064427252034,0.107981220657277,TRPHMKR128F14AE099,78.26086956521739,Out of the Grey,Disappear
1991,91,Groove Is in the Heart,Deee-Lite,groove is in the heart deee lite,d,groove,357,0.3865546218487395,4.393306287149467,0.02029831540459323,0.06442577030812324,TRTIHOB12903CF5DA2,100.0,Deee-Lite,Groove Is in the Heart
1991,92,All This Time,Sting,all this time sting,s,all,362,0.4088397790055249,4.479625631143663,0.022328378254631943,0.10220994475138122,TRBZVUJ128F4214DF6,100.0,Sting,All This Time
1991,93,The One and Only,Chesney Hawkes,the one and only chesney hawkes,c,the,260,0.38461538461538464,4.0160583004866295,0.030502958579881626,0.08846153846153847,TRYAHQH128E0789ABF,100.0,Chesney Hawkes,The One and Only
1991,95,Freedom! '90,George Michael,freedom '90 george michael,g,freedom,272,0.31985294117647056,3.9820320457018337,0.03222318339100347,0.125,TRPLYFU128F1463419,77.77777777777777,Gun,Freedom
1991,97,Miles Away,Winger,miles away winger,w,miles,295,0.33220338983050846,4.157982299876515,0.023085320310255727,0.07457627118644068,TRFVXYZ128F42A3F4C,100.0,Winger,Miles Away
1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,my lovin' you're never gonna get it en vogue,e,my,676,0.16124260355029585,3.670789770459506,0.04649697139455898,0.09319526627218935,TRHBDYA128F148AA4A,100.0,En Vogue,My Lovin' (You're Never Gonna Get It)
1992,8,Under the Bridge,Red Hot Chili Peppers,under the bridge red hot chili peppers,r,under,282,0.3191489361702128,3.994899530037282,0.030380765555052515,0.10638297872340426,TRTFCNZ128F146D76D,100.0,Red Hot Chili Peppers,Under The Bridge
1992,10,Just Another Day,Jon Secada,just another day jon secada,j,just,317,0.2302839116719243,3.7923809398097834,0.03340664152295275,0.0946372239747634,TRTQRXM128F14885C1,100.0,Jon Secada,Just Another Day
1992,15,Achy Breaky Heart,Billy Ray Cyrus,achy breaky heart billy ray cyrus,b,achy,275,0.32,3.9030011263127022,0.0323834710743801,0.08727272727272728,TRMVTWF128F42ACDEC,100.0,Billy Ray Cyrus,Achy Breaky Heart
1992,17,November Rain,Guns N' Roses,november rain guns n' roses,g,november,385,0.3194805194805195,4.250801143887188,0.024887839433293965,0.09350649350649351,TRCMZWA128E0792989,100.0,Guns N' Roses,November Rain
1992,18,Life Is a Highway,Tom Cochrane,life is a highway tom cochrane,t,life,364,0.3076923076923077,4.174864206042355,0.022989373264098594,0.06043956043956044,TRHWPOC128F145C7A4,100.0,Tom Cochrane,Life Is a Highway
1992,20,Finally,CeCe Peniston,finally cece peniston,c,finally,521,0.19961612284069097,4.047887068459715,0.02621932574666321,0.08637236084452975,TRUVHVW128F42B7805,95.0,Ce Ce Peniston,Finally
1992,25,Diamonds and Pearls,Prince and The New Power Generation,diamonds and pearls prince and the new power generation,p,diamonds,373,0.2546916890080429,3.9839904073947277,0.02933248999130297,0.0777479892761394,TRPDJVL128F1495E0B,100.0,Prince & The New Power Generation,Diamonds and Pearls
1992,26,Don't Let the Sun Go Down on Me,George Michael and Elton John,don't let the sun go down on me george michael and elton john,g,don't,246,0.3983739837398374,4.230354834258839,0.020391301473990316,0.06910569105691057,TRXRPEU128F425A041,100.0,George Michael & Elton John,Don't Let the Sun Go Down on Me
1992,28,If You Asked Me To,Celine Dion,if you asked me to celine dion,c,if,324,0.24691358024691357,3.7886343335319212,0.038084895595183674,0.08950617283950617,TRDEUFW128F426B1C9,96.66666666666667,Céline Dion,If You Asked Me To
1992,30,Live and Learn,Joe Public,live and learn joe public,j,live,626,0.2571884984025559,4.308362237241405,0.024288295277077536,0.07507987220447285,TRYETTF12903CF4576,100.0,Joe Public,Live and Learn
1992,34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,damn i wish i was your lover sophie b hawkins,s,damn,855,0.22105263157894736,4.634364165390542,0.019883040935672325,0.0912280701754386,TRGRQST12903D0509E,100.0,Sophie B. Hawkins,Damn I Wish I Was Your Lover
1992,36,Ain't 2 Proud 2 Beg,TLC,ain't 2 proud 2 beg tlc,t,ain't,345,0.2463768115942029,3.7502494091140552,0.038890989287964695,0.11304347826086956,TRESQZI12903CAA3BD,83.33333333333333,The Funk Brothers,Ain't Too Proud to Beg (feat. Ben Harper)
1992,37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,it's so hard to say goodbye to yesterday boyz ii men,b,it's,132,0.45454545454545453,3.806985657681371,0.031565656565656575,0.09848484848484848,TRIQRUV128F930FDDE,100.0,Boyz II Men,It's So Hard to Say Goodbye to Yesterday
1992,41,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,the best things in life are free luther vandross and janet jackson,l,the,308,0.4155844155844156,4.485382261282575,0.01686625063248445,0.06493506493506493,TRCNVJH128F427213A,88.37209302325581,Luther Vandross,The Rush
1992,43,The One,Elton John,the one elton john,e,the,199,0.3768844221105528,4.008581040832834,0.024974116815231942,0.08542713567839195,TRGQTAJ128EF342CA8,87.5,Elton John,The North
1992,47,Please Don't Go,KWS,please don't go kws,k,please,329,0.1762917933130699,3.133235314962581,0.07609870566606004,0.13677811550151975,TRTHKNP128F92FDC0C,100.0,KWS,Please Don't Go
1992,48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,breakin' my heart pretty brown eyes mint condition,m,breakin',314,0.3089171974522293,4.058421480251363,0.026755649316402237,0.06687898089171974,TRSAKRH128F4247F79,100.0,Mint Condition,Breakin' My Heart (Pretty Brown Eyes)
1992,49,Wishing on a Star,The Cover Girls,wishing on a star the cover girls,t,wishing,362,0.23480662983425415,3.894160907658146,0.032981288727450334,0.09116022099447514,TRWTXLW128F42741B9,100.0,The Cover Girls,Wishing on a Star
1992,51,I'd Die Without You,P.M. Dawn,i'd die out you p m dawn,p,i'd,314,0.28662420382165604,3.8924698898728503,0.03332792405371413,0.10191082802547771,TRVLXNQ128F930F52A,100.0,P.M. Dawn,I'd Die Without You
1992,53,All I Want,Toad the Wet Sprocket,all i want toad the wet sprocket,t,all,208,0.15865384615384615,3.1324224481560465,0.05330066568047337,0.11057692307692307,TRGHDFA128F147CD75,84.84848484848484,The Cure,All I Want
1992,55,I Can't Dance,Genesis,i can't dance genesis,g,i,322,0.30124223602484473,3.933666421279836,0.03637976929902397,0.11801242236024845,TRJMXJK128F1488FCC,100.0,Genesis,I Can't Dance
1992,56,Hazard,Richard Marx,hazard richard marx,r,hazard,234,0.3717948717948718,4.024419587714659,0.026261962159397998,0.0811965811965812,TRETWYQ128F932E63C,77.41935483870968,Richard Marx,Heaven Only Knows
1992,61,Keep on Walkin,CeCe Peniston,keep on walkin cece peniston,c,keep,278,0.29856115107913667,3.983032372117078,0.02813001397443196,0.08273381294964029,TRHGWJL128F42B77F5,94.54545454545455,Ce Ce Peniston,Keep on Walkin'
1992,62,Hold on My Heart,Genesis,hold on my heart genesis,g,hold,217,0.35023041474654376,3.895579700137899,0.030644099471214045,0.08294930875576037,TRVWTLL128F4232D79,100.0,Genesis,Hold On My Heart
1992,63,The Way I Feel About You,Karyn White,the way i feel about you karyn white,k,the,669,0.15844544095665172,3.773951492838396,0.045006155585495616,0.1210762331838565,TRAUGTD128F9341258,85.18518518518519,Karyn White,The Way You Love Me
1992,64,Beauty and the Beast,Celine Dion and Peabo Bryson,beauty and the beast celine dion and peabo bryson,c,beauty,147,0.3673469387755102,3.5152459900936917,0.049470128187329314,0.1564625850340136,TRVAZSY128F4274B65,97.77777777777777,Céline Dion & Peabo Bryson,Beauty and the Beast
1992,70,Do I Have to Say the Words?,Bryan Adams,do i have to say the words bryan adams,b,do,215,0.35348837209302325,3.882195647906522,0.03195240670632775,0.09302325581395349,TRICUVD128E0792EC5,100.0,Bryan Adams,Do I Have to Say the Words?
1992,83,I Wanna Love You,Jade,i wanna love you jade,j,i,294,0.22108843537414966,3.1601280869365684,0.07644962747003578,0.14965986394557823,TRYZMTT128F14A580B,100.0,Jade,I Wanna Love You
1992,84,Uhh Ahh,Boyz II Men,uhh ahh boyz ii men,b,uhh,277,0.48375451263537905,4.518329911054688,0.016669056028359528,0.05054151624548736,TRIHFJR128F930FDCE,100.0,Boyz II Men,Uhh Ahh
1992,86,Justified and Ancient,The KLF,justified and ancient the klf,t,justified,386,0.29015544041450775,4.048400147009888,0.02942360868748165,0.09067357512953368,TRKJNEO128F42607CA,84.0,Tammy Wynette,Justified and Ancient
1992,87,Slow Motion,Color Me Badd,slow motion color me badd,c,slow,477,0.259958071278826,4.223567156530437,0.02476607377521102,0.07966457023060797,TRERPBZ128F9340D3E,100.0,Color Me Badd,Slow Motion
1992,88,What About Your Friends,TLC,what about your friends tlc,t,what,613,0.3425774877650897,4.83928708027654,0.013447091165050782,0.05057096247960848,TRURNOJ128F428586D,100.0,TLC,What About Your Friends
1992,91,That's What Love Is For,Amy Grant,that's what love is for amy grant,a,that's,304,0.33881578947368424,4.144624972276573,0.024454639889196633,0.05921052631578947,TRGLHCS12903CB1762,100.0,Amy Grant,That's What Love Is For
1992,93,Free Your Mind,En Vogue,free your mind en vogue,e,free,390,0.2564102564102564,4.041968468150937,0.02579881656804731,0.06666666666666667,TRIMKPV128F92F3FB4,100.0,En Vogue,Free Your Mind
1992,95,Just Take My Heart,Mr. Big,just take my heart mr big,m,just,250,0.364,4.066912343733651,0.02537599999999994,0.068,TRNQPBY128F92DD4EC,100.0,Mr. Big,Just Take My Heart
1992,99,They Want EFX,Das EFX,they want efx das efx,d,they,490,0.38571428571428573,4.602684201508728,0.01911703456892971,0.06326530612244897,TRFBPXX128F14744D8,100.0,Das EFX,They Want EFX
1992,100,I Can't Make You Love Me,Bonnie Raitt,i can't make you love me bonnie raitt,b,i,202,0.2871287128712871,3.678534641956933,0.03582982060582296,0.09900990099009901,TRCBJZD128F9302B2A,100.0,Bonnie Raitt,I Can't Make You Love Me
1993,7,If I Ever Fall in Love,Shai,if i ever fall in love shai,s,if,269,0.31226765799256506,3.9480570180441004,0.02864802863420903,0.09293680297397769,TRLYCGO128F145678D,100.0,Shai,If I Ever Fall in Love
1993,8,Dreamlover,Mariah Carey,dreamlover mariah carey,m,dreamlover,389,0.2159383033419023,3.805437341586312,0.03554694986155254,0.10539845758354756,TRPAGVT128F427C0A2,100.0,Mariah Carey,Dreamlover
1993,11,Nuthin' but a 'G' Thang,Dr. Dre,nuthin' but a 'g' thang dr dre,d,nuthin',675,0.32592592592592595,4.725563487009065,0.017520987654321182,0.06962962962962962,TRKEIVB128F930A597,96.55172413793103,Dr. Dre,"Nuthin' but a ""G"" Thang"
1993,12,In the Still of the Nite,Boyz II Men,in the still of the nite boyz ii men,b,in,138,0.37681159420289856,3.489708820110929,0.04841419869775262,0.13768115942028986,TRENRRP128E0799AD2,100.0,Boyz II Men,In the Still of the Nite (I'll Remember)
1993,13,Don't Walk Away,Jade,don't walk away jade,j,don't,352,0.23295454545454544,3.7774500860575535,0.035366089876033104,0.08238636363636363,TRRXXFZ128F14A580C,100.0,Jade,Don't Walk Away
1993,17,Show Me Love,Robin S.,show me love robin s,r,show,428,0.23130841121495327,4.105400866705655,0.026541619355402262,0.0911214953271028,TRCHFTM12903CC34B5,100.0,Robin S.,Show Me Love
1993,18,A Whole New World,Peabo Bryson and Regina Belle,a whole new world peabo bryson and regina belle,p,a,268,0.4253731343283582,4.285276472394805,0.022805747382490558,0.0708955223880597,TRRSHDC128F4264CDA,100.0,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme)
1993,19,If,Janet Jackson,if janet jackson,j,if,583,0.22298456260720412,4.099295751128506,0.03249590307423899,0.1234991423670669,TRMLTZR128F934BE53,100.0,Janet Jackson,If
1993,23,I'll Never Get Over You (Getting Over Me),Exposé,i'll never get over you getting over me expos,e,i'll,265,0.3660377358490566,4.102502690243461,0.026016375934496277,0.07169811320754717,TRAOSMP128F429344F,100.0,Exposé,I'll Never Get Over You (Getting Over Me)
1993,27,I'm Gonna Be (500 Miles),The Proclaimers,i'm gonna be 500 miles the proclaimers,t,i'm,379,0.22163588390501318,3.8660166845937014,0.03438433316392951,0.11081794195250659,TREIYMC128F933D889,79.16666666666667,The Proclaimers,I'm on My Way
1993,29,"Right Here (Human Nature)"" / ""Downtown",SWV,right here human nature downtown swv,s,right,210,0.3380952380952381,3.9321693631943915,0.025487528344671162,0.05714285714285714,TRSLCLS128F9316745,100.0,SWV,Right Here / Human Nature
1993,30,I Have Nothing,Whitney Houston,i have nothing whitney houston,w,i,482,0.22614107883817428,3.972316043638836,0.03775761436614388,0.14522821576763487,TRSVRBM128F4288546,80.95238095238095,Whitney Houston,I Bow Out
1993,36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,i'd do anything for love but i won't do that meat loaf,m,i'd,987,0.18034447821681865,4.13447635093243,0.030837565145267563,0.09625126646403243,TRPWAJG128F425E5E7,100.0,Meat Loaf,I'd Do Anything for Love
1993,38,Looking Through Patient Eyes,P.M. Dawn,looking through patient eyes p m dawn,p,looking,510,0.29411764705882354,4.259558405161908,0.02997308727412532,0.11764705882352941,TRPGHUR128F930F559,100.0,P.M. Dawn,Looking Through Patient Eyes
1993,39,I'm Every Woman,Whitney Houston,i'm every woman whitney houston,w,i'm,312,0.27884615384615385,3.739162940151842,0.04211867192636418,0.10897435897435898,TRNUDOZ128F42B0CFC,100.0,Whitney Houston,I'm Every Woman
1993,40,Baby I'm Yours,Shai,baby i'm yours shai,s,baby,313,0.24600638977635783,3.503692623213931,0.053782318896793836,0.11501597444089456,TRRJOUL128F1456792,100.0,Shai,Baby I'm Yours
1993,42,I Don't Wanna Fight,Tina Turner,i don't wanna fight tina turner,t,i,335,0.3373134328358209,4.239044592973966,0.023016261973713485,0.06567164179104477,TRPEGFC128E07990D0,100.0,Tina Turner,I Don't Wanna Fight (single edit)
1993,43,I'd Die Without You,P.M. Dawn,i'd die out you p m dawn,p,i'd,314,0.28662420382165604,3.8924698898728503,0.03332792405371413,0.10191082802547771,TRVLXNQ128F930F52A,100.0,P.M. Dawn,I'd Die Without You
1993,48,Comforter,Shai,comforter shai,s,comforter,323,0.2848297213622291,3.9677330224337903,0.03179365277152084,0.1021671826625387,TRMGXPF128F145678C,100.0,Shai,Comforter
1993,50,What's Up?,4 Non Blondes,what's up 4 non blondes,4,what's,322,0.2360248447204969,3.7560381808016525,0.041028509702557815,0.12111801242236025,TRIDJFI12903CC2F56,100.0,4 Non Blondes,What's Up?
1993,52,7,Prince and The New Power Generation,7 prince and the new power generation,p,7,434,0.2695852534562212,4.213258711027238,0.024241330246979054,0.07834101382488479,TRJLQEB128F1495E0C,100.0,Prince & The New Power Generation,7 (Album Version)
1993,55,Just Kickin' It,Xscape,just kickin' it xscape,x,just,515,0.3825242718446602,4.5726163189682065,0.023908002639268656,0.08932038834951456,TRNZBZN128F426975E,100.0,Xscape,Just Kickin' It
1993,56,I Get Around,2Pac,i get around 2pac,2,i,593,0.3946037099494098,4.913886615537833,0.012970319835972783,0.04384485666104553,TRUFDXX128F93217A6,100.0,2Pac,I Get Around (remix) (feat. Digital Underground)
1993,59,Here We Go Again!,Portrait,here we go again portrait,p,here,121,0.34710743801652894,3.2294731331398965,0.06194932040161195,0.1322314049586777,TROXIME128F426544C,86.48648648648648,Poco,Here We Go Again
1993,62,What About Your Friends,TLC,what about your friends tlc,t,what,613,0.3425774877650897,4.83928708027654,0.013447091165050782,0.05057096247960848,TRURNOJ128F428586D,100.0,TLC,What About Your Friends
1993,65,Insane in the Brain,Cypress Hill,insane in the brain cypress hill,c,insane,454,0.31057268722466963,4.103569472306913,0.035426652952706285,0.10352422907488987,TRFOVKJ128F92C3021,100.0,Cypress Hill,Insane in the Brain
1993,68,The Right Kind of Love,Jeremy Jordan,the right kind of love jeremy jordan,j,the,423,0.23167848699763594,3.9346693195287687,0.032007108965008434,0.07328605200945626,TRJPMHL128F4274995,100.0,Jeremy Jordan,The Right Kind of Love
1993,71,Do You Believe in Us,Jon Secada,do you believe in us jon secada,j,do,232,0.3103448275862069,3.924535333831709,0.026382282996432815,0.07758620689655173,TRPJMAJ128F145BBFA,100.0,Jon Secada,Do You Believe in Us
1993,72,Angel,Jon Secada,angel jon secada,j,angel,187,0.34759358288770054,3.825396366952239,0.02896851497040233,0.0748663101604278,TRNGQRU128F4235DA1,100.0,Jon Secada,Angel
1993,73,Forever in Love,Kenny G,forever in love kenny g,k,forever,483,0.32091097308488614,4.419316798206654,0.022259943675012626,0.08488612836438923,TRKIJTB128F9335C11,77.27272727272728,Kenny Loggins,Forever
1993,75,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,boom shake the room dj jazzy jeff and the fresh prince,d,boom,788,0.20050761421319796,4.070922943052664,0.034402458192687224,0.10279187817258884,TRNRKZG128F42BC79B,100.0,DJ Jazzy Jeff & The Fresh Prince,Boom Shake the Room
1993,76,When She Cries,Restless Heart,when she cries restless heart,r,when,214,0.40654205607476634,4.09823451898724,0.025591754738405165,0.08878504672897196,TRCEUMC128F42924FF,100.0,Restless Heart,When She Cries
1993,81,Rebirth of Slick (Cool Like Dat),Digable Planets,rebirth of slick cool like dat digable planets,d,rebirth,487,0.433264887063655,4.745306633163566,0.017999822911088835,0.06776180698151951,TRMHSMP128E0798999,100.0,Digable Planets,Rebirth of Slick
1993,85,Alright,Kris Kross featuring Super Cat,alright kris kross super cat,k,alright,489,0.39059304703476483,4.778056371290377,0.0146745789788434,0.05112474437627812,TRSBORV12903CBE3E2,100.0,Kris Kross,Alright
1993,86,Check Yo Self,Ice Cube featuring Das EFX,check yo self ice cube das efx,i,check,523,0.34608030592734224,4.663924948966877,0.015650991302567474,0.05353728489483748,TRHHWMA128F42A205B,100.0,Ice Cube,Check Yo Self
1993,87,Fields of Gold,Sting,fields of gold sting,s,fields,219,0.3607305936073059,3.8583962163869803,0.03304768457705213,0.0821917808219178,TRGVZNC128F92DF630,100.0,Sting,Fields of Gold
1993,91,Break It Down Again,Tears for Fears,break it down again tears for fears,t,break,362,0.3259668508287293,4.254014004980866,0.023686700650163258,0.0718232044198895,TRQPHQJ128F1477665,100.0,Tears for Fears,Break It Down Again
1993,94,Livin' on the Edge,Aerosmith,livin' on the edge aerosmith,a,livin',442,0.21945701357466063,3.9172149993084657,0.03205298826805345,0.0746606334841629,TRFLBNN128E078ED1B,100.0,Aerosmith,Livin' on the Edge
1993,98,One Woman,Jade,one woman jade,j,one,395,0.1670886075949367,3.7379652173321274,0.032308924851786595,0.07088607594936709,TRXZTTR128F930AE1B,100.0,Jade,One Woman
1994,8,All for Love,"Bryan Adams, Rod Stewart and Sting",all for love bryan adams rod stewart and sting,b,all,360,0.25833333333333336,3.904622217596198,0.03020061728395056,0.06111111111111111,TRBLHNN128E0792486,100.0,"Bryan Adams, Rod Stewart & Sting",All for Love
1994,10,Don't Turn Around,Ace of Base,don't turn around ace of base,a,don't,405,0.23209876543209876,3.930417591145225,0.033086419753086405,0.09876543209876543,TRNVVIX128F9327F8E,100.0,Ace of Base,Don't Turn Around
1994,11,Bump n' Grind,R. Kelly,bump n' grind r kelly,r,bump,432,0.20601851851851852,3.7231416993241853,0.037304955418381344,0.0763888888888889,TRDHGYI128F42B50D5,95.23809523809524,R. Kelly,Bump 'n Grind
1994,13,I'll Remember,Madonna,i'll remember madonna,m,i'll,246,0.27235772357723576,3.6616318434856696,0.042402009385947494,0.13414634146341464,TRGHJHX128E0793683,100.0,Madonna,I'll Remember
1994,16,"Without You"" / ""Never Forget You",Mariah Carey,out you never forget you mariah carey,m,out,242,0.23140495867768596,3.438001888063042,0.05313844682740253,0.1322314049586777,TRMFEPK128F4266F29,100.0,Mariah Carey,Without You
1994,19,The Most Beautiful Girl in the World,Prince,the most beautiful girl in the world prince,p,the,283,0.3321554770318021,3.929408052042409,0.0375207581565509,0.1166077738515901,TRDNPGX128F429C5F4,88.88888888888889,Prince,The Beautiful Ones
1994,23,If You Go,Jon Secada,if you go jon secada,j,if,299,0.27759197324414714,3.9716763429068567,0.02851198532454897,0.09698996655518395,TRDHEQD128F14885C2,100.0,Jon Secada,If You Go
1994,25,Now and Forever,Richard Marx,now and forever richard marx,r,now,142,0.5422535211267606,4.026820851707221,0.025986907359650785,0.09154929577464789,TRUUFEK128F1459560,100.0,Richard Marx,Now and Forever
1994,26,When Can I See You,Babyface,when can i see you babyface,b,when,246,0.25203252032520324,3.5273666358449107,0.04653314825831186,0.0975609756097561,TREHIHI128F427270C,100.0,Babyface,When Can I See You
1994,27,Please Forgive Me,Bryan Adams,please forgive me bryan adams,b,please,407,0.2628992628992629,4.108907121066542,0.02906748606994308,0.11302211302211303,TRFLCMC128E0792ECE,100.0,Bryan Adams,Please Forgive Me
1994,28,So Much in Love,All-4-One,so much in love all 4 one,a,so,321,0.2336448598130841,3.526456309307188,0.05695790995817197,0.1277258566978193,TRKEXKU12903CD761A,100.0,All-4-One,So Much in Love
1994,31,Shine,Collective Soul,shine collective soul,c,shine,274,0.17153284671532848,3.498286845564721,0.03873408279609996,0.09124087591240876,TRQVDIM128F14745DE,100.0,Collective Soul,Shine
1994,33,Return to Innocence,Enigma,return to innocence enigma,e,return,40,0.375,2.62299627607079,0.08000000000000002,0.15,TRIEBBC128F14655DA,100.0,Enigma,Return to Innocence (380 Midnight mix)
1994,35,Mmm Mmm Mmm Mmm,Crash Test Dummies,mmm mmm mmm mmm crash test dummies,c,mmm,188,0.43617021276595747,3.842642295055795,0.05607741059302854,0.2127659574468085,TRGMWXV128F92DF8F0,100.0,Crash Test Dummies,Mmm Mmm Mmm Mmm
